,Filename,Comment,Num Comments Tokens,Num Program Domain,Num Problem Domain,Operational,Conditional,Prog. Dom. Identifier Matches,Prob. Dom. Identifier Matches,Scope score,Build details,Author Details,Junk/Copy,Description of Dataset,Working Summary,Design And Development,Exception,Build Instruction,Commits and Bugs,AST Symbols,Comment Placement,POS Tags Score,Actual,Predicted
9618,PLplot/src/plfill.c/plfill.c,"Common boundary between split1 and split2.
N.B. Although basic index arithmetic for
split 2 is done in negative orientation
order because the index is decrementing
relative to the index of split 2, actually
store results in reverse order to preserve
the positive orientation that by assumption
both polygon 1 and 2 have.",24.55,14.45,1.65,5.81,1.25,0.05,0.05,0.41,0.05,0.05,0.05,6.498966767000001,20.0,20.0,1.0000001049,0.0,0.0,0.46211717,2,0.6713579000000001,2,2
9620,PLplot/src/plimage.c/plimage.c,Calculate the size of the color range to use,3.55,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.2669497,2,2
9628,PLplot/src/plline.c/plline.c,copy the end points of the segment to allow clipping,4.25,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,1.799999876,0.5000000162,0.0,0.0,0.0,2,-0.22380291,2,2
9634,PLplot/src/plstripc.c/plstripc.c,find the first point in the data where X lies beyond a jumped new chart X minimum,8.45,3.65,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.5000000695,5.9003000187,1.5000000905000002,0.0,0.0,0.0,2,-0.05921105,2,1
9643,PLplot/src/plot3d.c/plot3d.c,"If enabled, draw the contour at the base.",3.55,1.25,1.65,0.23,1.25,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.5000000905000002,1.0000001049,0.0,0.0,0.0,0.0,2,-0.30905223,2,2
9645,PLplot/src/plgridd.c/plgridd.c,Natural Neighbors,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,1.0000001049,0.0,0.0,0.0,0.0,2,-0.41526130000000006,2,2
9657,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_fam()

! Performs appropriate action for option ""fam"":
! Enables family output files
!
! @param PL_UNUSED( opt ) Not used.
! @param PL_UNUSED( opt_arg ) Not used.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",18.95,2.45,0.05,6.53,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,6.9979166386000005,4.5000590733,0.0,0.5000000162,0.0,0.9866143,2,0.79074925,2,1
9669,PLplot/src/plctrl.c/plctrl.c,what IS set?,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,1.0000001049,0.0,0.0,0.0,0.0,2,-0.38960853,0,0
9671,PLplot/src/plfreetype.c/plfreetype.c,"Rotate the Page

If the page has been rotated using -ori, this is we recalculate the
reference point for the text using plplot functions.
",10.55,2.45,0.05,3.47,1.25,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,8.661034212899999,4.999976525899999,0.0,0.0,0.0,0.46211717,2,0.22749879999999997,2,2
9698,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
plseed()

! Set the seed for the random number generator included.
!
! @param seed The random number generator seed value.
--------------------------------------------------------------------------",11.95,6.05,0.05,2.57,0.05,0.05,0.05,0.41,0.05,0.05,0.05,20.0,20.0,20.0,0.0,0.5000000162,0.0,0.9640276,2,0.07832071,2,2
9700,PLplot/src/plargs.c/plargs.c,Family member min field width,3.55,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,0.5000000162,0.5000000162,0.0,0.0,0.0,0.0,2,-0.20921388,2,2
9704,PLplot/src/plgridd.c/plgridd.c,was found,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,0.0,0.0,0.0,0.0,0.0,2,-0.38960853,0,0
9705,PLplot/src/plsdef.c/plsdef.c,Number of lines in pattern (1 or 2),3.55,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.0,0.5000000162,0.0,0.0,0.0,0.9640276,2,-0.34997723,2,2
9709,PLplot/src/plargs.c/plargs.c,Help,0.75,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.42784762,2,2
9712,PLplot/src/plargs.c/plargs.c,"Just in case plparseopts has been called previously (e.g., with PL_PARSE_NODELETE).",4.95,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,4.0000001946,4.6999227657,2.000000282,0.0,0.0,0.0,2,0.07832071,2,2
9714,PLplot/src/plfreetype.c/plfreetype.c,"--------------------------------------------------------------------------
plD_render_freetype_sym( PLStream *pls, EscText *args )
PLStream *pls - pointer to plot stream
EscText *args - pointer to standard ""string"" object.

This function is a simple rendering function which draws a single
character at a time. The function is an alternative to the text
functions which are considerably, and needlessly, more complicated
than what we need here.
--------------------------------------------------------------------------",25.25,6.05,1.65,3.11,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,4.999976525899999,20.0,4.0000001946,0.5000000162,0.0,0.9640276,2,0.80194616,2,2
9718,PLplot/src/plbox.c/plbox.c,Draw the top frame of the box,2.85,0.05,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.7999999637,0.5000000162,0.0,0.0,0.0,2,-0.33647394,2,2
9723,PLplot/src/plargs.c/plargs.c,"No match.  Keep going if mode_skip is set, otherwise abort if
fully parsing, else return without error.",10.55,7.25,0.05,0.41,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,5.9995261631,6.600161534400001,1.5000000905000002,0.0,0.0,0.90514827,2,0.0019470894,2,2
9738,PLplot/src/plot3d.c/plot3d.c,convert to 2D coordinates,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.34997723,2,2
9758,PLplot/src/plcont.c/plcont.c,Ensure labels appear the right way up,3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.28110683,2,2
9772,PLplot/src/plbox.c/plbox.c,Tick and subtick sizes in device coords,3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,1.0000001049,0.0,0.0,0.0,0.0,2,-0.2669497,1,2
9774,PLplot/src/plcont.c/plcont.c,Follow and draw a contour,2.15,0.05,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,0.0,0.0,0.0,0.0,0.0,2,-0.34997723,1,2
9790,PLplot/src/plline.c/plline.c,Update line style variables when alarm goes off,4.25,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,5.05,0.05,3.5000006561,4.5000590733,3.5000006561,0.0,0.0,0.0,0.46211717,2,-0.22380291,1,2
9793,PLplot/src/plcont.c/plcont.c,"--------------------------------------------------------------------------
plf2evalr()

Does a lookup from a 2d function array.  Array is of type (PLFLT *), and
is row dominant (Fortran ordering).  You MUST fill the nx maximum array
index entry in the PLfGrid struct.
--------------------------------------------------------------------------",16.15,6.05,0.05,4.01,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,5.9995261631,8.0590477755,1.0000001049,0.5000000162,0.0,0.9950548,2,0.5141107,1,1
9804,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_o()

! Performs appropriate action for option ""o"":
! Sets output file name
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg The file family name.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",19.65,2.45,0.05,9.41,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,7.9678869871,5.5000425692,0.0,0.5000000162,0.0,0.9866143,2,0.68782973,2,2
9810,PLplot/src/plcont.c/plcont.c,"--------------------------------------------------------------------------
void plcont()

Draws a contour plot from data in f(nx,ny).  Is just a front-end to
plfcont, with a particular choice for f2eval and f2eval_data.
--------------------------------------------------------------------------",12.65,2.45,1.65,2.21,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.5000000905000002,2.7999986242,0.5000000162,0.5000000162,0.0,0.7615941999999999,2,0.40577206,1,2
9820,PLplot/src/plstripc.c/plstripc.c,Now either plot new point or regenerate plot,4.25,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,4.0000001946,4.4000343705,1.5000000905000002,0.0,0.0,0.0,2,-0.28110683,2,1
9826,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
plParseDrvOpts

! Parse driver specific options
!
! @param acc_opt ?
!
! @returns 0 if successful.
!
--------------------------------------------------------------------------",9.15,2.45,0.05,3.11,1.25,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,3.5000006561,2.5000000695,0.0,0.5000000162,0.0,0.0,2,-0.10481462,1,2
9830,PLplot/src/plgridd.c/plgridd.c,print the triangles vertices,2.15,0.05,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,2.1000002299,1.0000001049,0.0,0.0,0.46211717,2,-0.34997723,2,2
9836,PLplot/src/plot3d.c/plot3d.c,"--------------------------------------------------------------------------
void plside3()

This routine draws sides around the front of the 3d plot so that
it does not appear to float.
--------------------------------------------------------------------------",9.15,2.45,0.05,3.83,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,3.5000006561,4.0000001946,0.0,0.5000000162,0.0,0.90514827,2,-0.07444925599999999,2,2
9847,PLplot/src/plsym.c/plsym.c,"--------------------------------------------------------------------------
PLINT plP_stindex()

Similar to strpos, but searches for occurence of string str2.
--------------------------------------------------------------------------",7.75,2.45,0.05,2.21,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,3.0000046942000003,6.0980586323,1.0000001049,0.5000000162,0.0,0.46211717,2,0.0019470894,1,2
9856,PLplot/src/plshade.c/plshade.c,column is OK,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.37654829999999995,2,2
9858,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
void plsabort()

! Sets an optional user abort handler.
!
! @param handler A function that takes a PLCHAR_VECTOR argument that will
! be called in the event of a abort.
--------------------------------------------------------------------------",12.65,3.65,0.05,4.19,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,4.5000590733,4.8999866963,1.5000000905000002,0.5000000162,0.0,0.90514827,2,0.28468934,2,2
9879,PLplot/src/plcont.c/plcont.c,"Hard case where contour passes through corner
This is still not perfect - it may lose the contour
which won't upset the contour itself (we can find it
again later) but might upset the labelling",13.35,0.05,4.85,2.21,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,4.5000590733,3.0000046942000003,0.0,0.0,0.0,0.46211717,2,0.2563184,1,1
9895,PLplot/src/plbox.c/plbox.c,"Carefully follow logic below for the case where
an inverted major tick mark is written (in the X direction
for a Y axis and vice versa).  Ignore minor tick marks
which are assumed to be smaller.",16.15,3.65,0.05,3.65,0.05,0.05,0.05,0.41,0.05,0.05,0.05,4.0000001946,6.9979166386000005,5.5000425692,0.0,0.0,0.0,0.46211717,2,0.39290658,2,2
9933,PLplot/src/plcont.c/plcont.c,Static function prototypes.,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.0000001049,1.5000000905000002,0.0,0.0,0.0,0.0,2,-0.37654829999999995,0,0
9934,PLplot/src/pltick.c/pltick.c,Major tick,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.41526130000000006,2,2
9942,PLplot/src/plgridd.c/plgridd.c,and interpolate (or extrapolate...),1.45,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,1.0000001049,0.0,0.0,0.0,0.0,2,-0.38960853,2,2
9948,PLplot/src/plot3d.c/plot3d.c,"If enabled, draw the contour at the base",3.55,1.25,1.65,0.23,1.25,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.5000000905000002,1.0000001049,0.0,0.0,0.0,0.0,2,-0.30905223,2,2
9969,PLplot/src/plstripc.c/plstripc.c,option to rescale immediately,2.15,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.37654829999999995,2,2
9970,PLplot/src/plargs.c/plargs.c,"oops, no more arguments",1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,2.000000282,0.0,0.0,0.0,0.0,2,-0.41526130000000006,1,1
9972,PLplot/src/plgridd.c/plgridd.c,this is handy,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.41526130000000006,0,0
9989,PLplot/src/plvpor.c/plvpor.c,"--------------------------------------------------------------------------
void plsvpa()

Sets the edges of the viewport to the specified absolute coordinates
(mm), measured with respect to the current subpage boundaries.
--------------------------------------------------------------------------",11.25,1.25,0.05,0.95,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,5.5000425692,0.0,0.5000000162,0.0,0.46211717,2,0.13880699999999999,2,2
9993,PLplot/src/plcont.c/plcont.c,everything in bounds,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.5000000162,0.0,0.0,0.0,0.0,2,-0.38960853,1,1
9996,PLplot/src/plargs.c/plargs.c,Get option argument if necessary,3.55,2.45,0.05,1.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.000000282,2.000000282,0.0,0.0,0.0,0.0,2,-0.33647394,0,0
9998,PLplot/src/plshade.c/plshade.c,find max contour,2.15,0.05,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,0.5000000162,0.0,0.0,0.0,0.0,2,-0.32283083,2,2
10008,PLplot/src/plsym.c/plsym.c,No need to change font back since only one character.,4.95,1.25,0.05,1.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.5000000905000002,4.0000001946,0.0,0.0,0.0,0.46211717,2,-0.28110683,2,2
10018,PLplot/src/plargs.c/plargs.c,Plot window,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,0.5000000162,0.0,0.0,0.0,0.0,2,-0.38960853,2,0
10020,PLplot/src/plline.c/plline.c,"--------------------------------------------------------------------------
void plP_movphy()

Move to physical coordinates (x,y).
--------------------------------------------------------------------------",6.35,1.25,0.05,3.65,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.000000282,2.5000000695,0.0,0.5000000162,0.0,0.0,2,-0.1349858,1,2
10026,PLplot/src/plbox.c/plbox.c,Bottom axis.,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.41526130000000006,2,2
10034,PLplot/src/plcvt.c/plcvt.c,world coords to physical coords (y),3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.33647394,1,2
10036,PLplot/src/plctrl.c/plctrl.c,Get the color data,2.15,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,1.0000001049,0.0,0.0,0.0,0.0,2,-0.34997723,2,2
10039,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
void plexit()

! In case of an abort this routine is called.  It just prints out an error
! message and tries to clean up as much as possible.  It's best to turn
! off pause and then restore previous setting before returning.
!
! If cleanup needs to be done in the main program, the user should write
! his/her own exit handler and pass it in via plsexit().  This function
! should should either call plend() before exiting, or simply return.
!
! @param errormsg The error message.
--------------------------------------------------------------------------",32.25,13.25,0.05,10.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,7.5097415311,20.0,20.0,5.5000425692,0.5000000162,0.0,0.99975324,2,0.89385724,2,2
10047,PLplot/src/plbox.c/plbox.c,"--------------------------------------------------------------------------
void plztx()

Prints out text along a vertical axis for a 3d plot joining
world coordinates (wx,wy1) to (wx,wy2).
--------------------------------------------------------------------------",13.35,3.65,0.05,3.83,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,5.5000425692,6.498966767000001,0.0,0.5000000162,0.0,0.9640276,2,0.2563184,1,2
10049,PLplot/src/plline.c/plline.c,not clipped away,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.40251392,2,2
10052,PLplot/src/plot3d.c/plot3d.c,don't break; one triangle can span various contour levels,5.65,1.25,3.25,3.29,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,3.5000006561,4.1000148564,1.0000001049,0.0,0.0,0.0,2,-0.10481462,2,2
10053,PLplot/src/plbox.c/plbox.c,"vpwxmi always numerically less than vpwxma, and
similarly for vpwymi",5.65,0.05,0.05,0.41,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,1.0000001049,0.0,0.0,0.0,0.0,2,-0.23829232,0,2
10054,PLplot/src/plcvt.c/plcvt.c,device coords to physical coords (x),3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.33647394,2,2
10064,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
plcmap1_calc()

! Bin up cmap 1 space and assign colors to make inverse mapping easy.",8.45,3.65,0.05,3.47,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.5000000695,4.0000001946,7.1932197704,2.000000282,1.0000001049,0.0,0.7615941999999999,2,0.032549333,2,2
10077,PLplot/src/plsym.c/plsym.c,toogle overline,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.33647394,0,2
10111,PLplot/src/plfreetype.c/plfreetype.c,FCI in text stream; change font accordingly.,4.25,0.05,0.05,1.85,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,1.0000001049,0.0,0.0,0.0,0.0,2,-0.22380291,2,2
10114,PLplot/src/plsym.c/plsym.c,get and store current clip limits,3.55,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,2.5000000695,2.1000002299,1.0000001049,0.0,0.0,0.0,2,-0.29514265,0,2
10117,PLplot/src/plimage.c/plimage.c,TODO: store previous state,2.85,1.25,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,1.5000000905000002,3.1000050438,1.0000001049,0.0,0.0,0.0,2,-0.37654829999999995,2,2
10118,PLplot/src/plstripc.c/plstripc.c,current strip chart,2.15,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,1.5999996386000002,1.0000001049,0.0,0.0,0.46211717,2,-0.34997723,2,2
10120,PLplot/src/plimage.c/plimage.c,Color palette 0 color in use before the plimage* call,4.95,0.05,1.65,1.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,0.5000000162,0.0,0.0,0.0,0.0,2,-0.22380291,2,2
10122,PLplot/src/plfill.c/plfill.c,No crossing possible!,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,0.5000000162,0.0,0.0,0.0,0.46211717,2,-0.41526130000000006,0,0
10126,PLplot/src/plvpor.c/plvpor.c,"--------------------------------------------------------------------------
void plvasp()

Sets the edges of the viewport with the given aspect ratio, leaving
room for labels.
--------------------------------------------------------------------------",9.85,2.45,0.05,2.39,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,2.5000000695,4.999976525899999,0.0,0.5000000162,0.0,0.0,2,0.06309067,1,1
10133,PLplot/src/plfreetype.c/plfreetype.c,"
Add in the ""advancement"" needed to position the cursor for the next
character. Unless the text is transformed, ""y"" will always be zero.
Y is negative because freetype does things upside down
",13.35,4.85,3.25,1.85,1.25,0.05,0.05,0.41,0.05,0.05,0.05,4.5000590733,8.661034212899999,20.0,0.5000000162,0.0,0.0,0.46211717,2,0.2986935,2,2
10138,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_wplt()

! Performs appropriate action for option ""wplt"":
! Sets (zoom) window into plot (e.g. ""0,0,0.5,0.5"")
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg Zoom setting.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",24.55,1.25,3.25,9.41,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,7.9678869871,4.5000590733,0.0,0.5000000162,0.5000000162,0.9866143,2,0.79074925,2,1
10165,PLplot/src/plcont.c/plcont.c,both ur and vr are out of bounds,2.15,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.5000000162,0.0,0.0,0.0,0.0,2,-0.32283083,1,2
10168,PLplot/src/plfreetype.c/plfreetype.c,"Public prototypes, generally available to the API",3.55,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,1.0000001049,0.0,0.0,0.0,0.0,2,-0.34997723,2,2
10173,PLplot/src/plbox.c/plbox.c,Bottom axis.,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.41526130000000006,0,2
10184,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_width()

! Performs appropriate action for option ""width"":
! Sets pen width
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg Plot pen width.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",18.95,1.25,0.05,7.97,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,6.498966767000001,3.5000006561,0.0,0.5000000162,0.0,0.9866143,2,0.7402233,2,2
10213,PLplot/src/plot3d.c/plot3d.c,we're going to draw from back to front,2.85,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.5000000905000002,1.0000001049,0.0,0.0,0.0,0.0,2,-0.29514265,2,2
10228,PLplot/src/plbox.c/plbox.c,"more space to clear labels in ""v"" mode",3.55,2.45,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.5000000695,2.000000282,3.1000050438,1.0000001049,0.0,0.0,0.0,2,-0.28110683,2,2
10233,PLplot/src/plline.c/plline.c,General line-drawing routine.  Takes line styles into account.,4.95,0.05,1.65,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,3.0000046942000003,3.5000006561,0.0,0.0,0.0,0.0,2,-0.19453113,1,2
10234,PLplot/src/plstripc.c/plstripc.c,establish new X chart range by jump and redraw,4.95,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,2.9000027124,1.5000000905000002,0.0,0.0,0.0,2,-0.20921388,2,1
10235,PLplot/src/plsym.c/plsym.c,"If we didn't load the font file, then just return now.",4.25,2.45,0.05,0.23,1.25,0.05,0.05,0.41,0.05,0.05,0.05,4.999976525899999,6.9979166386000005,5.7992370866,0.5000000162,0.0,0.0,0.0,2,-0.1499816,2,2
10241,PLplot/src/plmem.c/plmem.c,"! @file
!  These functions provide allocation and deallocation of two-dimensional
!  arrays.
!",4.95,0.05,0.05,3.65,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,4.0000001946,4.3000595156,3.0000046942000003,0.0,0.0,0.46211717,2,-0.25267643,2,2
10251,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
Syntax()

! Print short syntax message.
!
--------------------------------------------------------------------------",4.95,1.25,0.05,2.39,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,2.000000282,0.0,0.5000000162,0.0,0.7615941999999999,2,-0.23829232,0,0
10266,PLplot/src/plbox.c/plbox.c,"--------------------------------------------------------------------------
Support routines for 3d box draw.
--------------------------------------------------------------------------",5.65,0.05,0.05,2.03,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.5000000905000002,1.0000001049,0.0,0.5000000162,0.0,0.0,2,-0.2669497,2,2
10285,PLplot/src/plargs.c/plargs.c,doubling,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,1.5000000905000002,3.0000046942000003,0.0,0.0,0.0,0.0,2,-0.40251392,0,0
10300,PLplot/src/plctrl.c/plctrl.c,Allocate the space,1.45,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,3.0000046942000003,4.0000001946,2.5000000695,0.0,0.0,0.46211717,2,-0.38960853,0,0
10303,PLplot/src/plot3d.c/plot3d.c,"--------------------------------------------------------------------------
savehipoint
savelopoint

Add a point to the list of currently visible peaks/valleys, when
drawing the top/bottom surface, respectively.
--------------------------------------------------------------------------",11.25,3.65,0.05,4.01,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,4.0000001946,6.796182878300001,0.5000000162,0.5000000162,0.0,0.9640276,2,0.12376426,2,2
10306,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_ncol0()

! Performs appropriate action for option ""ncol0"":
! Sets number of colors to allocate in cmap 0 (upper bound).
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg Number of color map 0 colors.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",23.85,7.25,0.05,9.41,0.05,0.05,0.05,0.41,0.05,0.05,0.05,4.999976525899999,20.0,8.0590477755,2.000000282,0.5000000162,0.0,0.9950548,2,0.8544514999999999,1,2
10317,PLplot/src/plbox.c/plbox.c,Draw grids.,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.38960853,2,2
10319,PLplot/src/plsym.c/plsym.c,This is bad if we get here,2.15,1.25,0.05,0.23,1.25,0.05,0.05,0.41,0.05,0.05,0.05,2.5000000695,3.5000006561,2.5000000695,0.0,0.0,0.0,0.0,2,-0.36333665,2,0
10322,PLplot/src/plstripc.c/plstripc.c,label color,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.5000000162,0.0,0.0,0.0,0.0,2,-0.36333665,2,2
10329,PLplot/src/plbox.c/plbox.c,"For horizontal axes, height of zero corresponds
to character centred on edge so should add 0.5
to height to obtain bounding box edge in
direction away from edge if no exponent.  Add
an additional offset to make exponent fit.",19.65,13.25,1.65,2.21,1.25,0.05,0.05,0.41,0.05,0.05,0.05,6.498966767000001,20.0,20.0,0.5000000162,0.5000000162,0.5000000162,0.7615941999999999,2,0.44340414,1,1
